;PID;county;state;area;poptotal;popdensity;popwhite;popblack;popamerindian;popasian;popother;percwhite;percblack;percamerindan;percasian;percother;popadults;perchsd;percollege;percprof;poppovertyknown;percpovertyknown;percbelowpoverty;percchildbelowpovert;percadultpoverty;percelderlypoverty;inmetro;category
396;3011;KEWAUNEE;WI;0.02;18878;943.9;18766;24;52;23;13;994.067.168;0.12713211;0.27545291;0.12183494;0.06886323;11945;735.454.165;143.909.586;215.989.954;18662;98.855.811;821.991.212;98.546.347;605.500.821;116.542.392;0;AAR
397;3012;LA CROSSE;WI;0.028;97904;349.657.143;94319;438;340;2667;140;963.382.497;0.44737702;0.34727897;272.409.707;0.14299722;58586;825.760.421;304.885.126;734.475.813;93254;952.504.494;134.085.401;14.452.894;140.575.375;952.813.067;1;HAU
398;3013;LAFAYETTE;WI;0.037;16076;434.486.486;16009;14;21;19;13;995.832.297;0.08708634;0.13062951;0.1181886;0.08086589;10181;770.356.547;164.620.371;260.288.773;15911;989.736.253;1.102.382;133.161.512;961.466.981;112.437.186;0;AAR
399;3014;LANGLADE;WI;0.052;19505;375.096.154;19291;13;137;22;42;989.028.454;0.06664958;0.702384;0.11279159;0.2153294;12933;714.992.654;136.317.946;289.955.927;19234;986.106.127;14.625.143;219.306.834;115.954.206;127.876.683;0;AAR
400;3015;LINCOLN;WI;0.053;26993;509.301.887;26712;84;96;78;23;989.589.894;0.31119179;0.35564776;0.28896381;0.08520728;17567;710.593.727;174.417.943;344.395.742;26273;973.326.418;104.175.389;137.597.459;859.200.576;108.202.124;0;AAR
401;3016;MANITOWOC;WI;0.036;80421;223.391.667;78730;115;318;1071;187;978.973.154;0.14299748;0.39541911;133.174.171;0.23252633;52215;7.540.745;190.711.481;288.805.899;79142;984.096.194;833.564.984;117.911.918;697.293.058;729.801.829;0;AAR
402;3017;MARATHON;WI;0.094;115400;122.765.957;112189;89;490;2499;133;972.175.043;0.07712305;0.42461005;216.551.127;0.1152513;72367;759.448.367;21.877.375;405.709.785;114112;988.838.821;791.853.617;103.436.458;621.167.941;955.842.757;1;AAU
403;3018;MARINETTE;WI;0.082;40548;494.487.805;40280;8;150;63;47;993.390.549;0.0197297;0.36993193;0.15537141;0.11591201;26699;736.094.985;154.275.441;230.720.252;39419;972.156.457;116.593.521;151.330.585;960.642.411;121.661.029;0;AAR
404;3019;MARQUETTE;WI;0.027;12321;456.333.333;12174;31;49;18;49;98.806.915;0.25160295;0.39769499;0.14609204;0.39769499;8499;69.714.084;140.016.473;257.677.374;12182;988.718.448;116.072.894;156.430.268;9.678.511;114.586.466;0;AAR
405;3020;MENOMINEE;WI;0.021;3890;185.238.095;416;0;3469;0;5;106.940.874;0;891.773.779;0;0.1285347;1922;626.951.093;733.610.822;0.52029136;3820;982.005.141;486.910.995;643.084.767;433.124.644;182.186.235;0;LHR
406;3021;MILWAUKEE;WI;0.015;959275;639.516.667;718918;195470;6994;15308;22585;749.438.899;203.768.471;0.72909228;159.578.849;235.438.222;610538;762.604.457;253.558.337;620.125.201;933532;973.164.108;158.734.784;277.980.262;128.895.894;781.374.777;1;AAU
407;3022;MONROE;WI;0.054;36633;678.388.889;35983;141;301;143;65;982.256.435;0.38489886;0.82166353;0.39035842;0.17743565;23025;757.263.844;173.724.213;284.473.398;35485;968.662.135;130.026.772;180.921.979;105.513.257;116.072.842;0;AAR
408;3023;OCONTO;WI;0.06;30226;503.766.667;29926;18;212;36;34;99.007.477;0.05955138;0.70138292;0.11910276;0.11248594;19760;694.078.947;134.311.741;237.854.251;29750;984.251.969;120.941.176;141.166.317;963.442.252;155.886.158;0;AAR
409;3024;ONEIDA;WI;0.071;31679;446.183.099;31320;58;223;56;22;988.667.572;0.18308659;0.70393636;0.17677326;0.06944664;22153;775.967.138;219.338.239;497.449.555;30890;975.093.911;961.799.935;139.667.073;810.961.622;8.559.414;0;AAR
410;3025;OUTAGAMIE;WI;0.037;140510;379.756.757;136043;206;1965;1904;392;968.208.668;0.14660878;139.847.698;13.550.637;0.2789837;86689;815.328.358;248.578.251;436.272.191;137496;978.549.569;620.236.225;820.300.676;502.296.542;685.592.403;1;HLU
411;3026;OZAUKEE;WI;0.015;72831;4855.4;71676;492;127;438;98;984.141.368;0.67553652;0.1743763;0.60139226;0.13455809;47058;868.991.457;374.197.798;936.503.889;71600;983.097.857;21.801.676;191.895.478;19.385.043;354.706.685;1;HLU
412;3027;PEPIN;WI;0.014;7107;507.642.857;7070;2;18;9;8;994.793.865;0.02814127;0.25327142;0.12663571;0.11256508;4578;710.353.866;157.492.355;281.782.438;6944;977.064.866;126.152.074;148.821.218;101.239.669;151.315.789;0;AAR
413;3028;PIERCE;WI;0.034;32765;963.676.471;32366;82;87;172;58;987.822.371;0.25026705;0.26552724;0.5249504;0.17701816;18623;810.717.929;24.464.372;542.340.117;30557;932.611.018;104.165.985;110.331.339;103.370.278;947.141.832;1;HAU
414;3029;POLK;WI;0.055;34773;632.236.364;34348;23;321;50;31;987.777.874;0.06614327;0.92313001;0.14378972;0.08914963;22515;779.835.665;185.920.497;339.329.336;34105;980.789.693;118.223.134;160.155.849;975.664.969;111.643.221;0;AAR
415;3030;PORTAGE;WI;0.048;61405;127.927.083;59972;161;255;786;231;976.663.138;0.26219363;0.41527563;128.002.606;0.37619086;35004;797.337.447;246.343.275;601.931.208;57805;941.372.852;128.950.783;135.589.979;131.821.824;105.094.407;0;AAR
416;3031;PRICE;WI;0.075;15600;208;15479;7;77;27;10;99.224.359;0.04487179;0.49358974;0.17307692;0.06410256;10414;73.324.371;15.527.175;281.352.026;15271;978.910.256;108.899.221;125.549.585;814.521.452;147.695.725;0;AAR
417;3032;RACINE;WI;0.02;175034;8751.7;152098;16999;521;1004;4412;868.962.602;971.182.742;0.29765646;0.57360284;252.065.313;110593;763.809.644;229.065.131;493.611.711;172392;98.490.579;101.512.831;15.556.437;842.926.105;681.166.261;1;AAU
418;3033;RICHLAND;WI;0.034;17521;515.323.529;17411;12;34;38;26;99.372.182;0.06848924;0.19405285;0.2168826;0.14839336;11309;73.720.046;174.993.368;314.793.527;17254;984.761.144;134.403.617;157.928.118;126.371.115;123.541.888;0;AAR
419;3034;ROCK;WI;0.042;139510;332.166.667;130803;6638;369;985;715;937.588.703;475.808.186;0.26449717;0.70604258;0.51250806;88072;781.814.879;199.064.402;437.028.795;135919;97.425.991;987.720.628;152.857.608;814.384.062;68.982.497;1;AAU
420;3035;RUSK;WI;0.055;15079;274.163.636;14821;31;82;114;31;982.890.112;0.20558392;0.54380264;0.7560183;0.20558392;9704;703.112.119;167.559.769;301.937.345;14748;978.048.942;165.785.191;207.524.272;15.806.851;131.289.074;0;AAR
421;3036;ST CROIX;WI;0.044;50251;114.206.818;49895;44;121;148;43;992.915.564;0.08756045;0.24079123;0.2945215;0.08557044;30873;844.232.825;285.880.867;538.010.559;49388;982.826.212;640.236.495;789.210.789;497.251.286;930.721.916;1;HLU
422;3037;SAUK;WI;0.05;46975;939.5;46459;54;288;79;95;989.015.434;0.11495476;0.61309207;0.16817456;0.20223523;30347;746.597.687;19.833.921;397.073.846;46193;983.352.847;969.194.467;131.041.039;814.808.827;914.033.299;0;AAR
423;3038;SAWYER;WI;0.079;14181;179.506.329;11962;18;2167;15;19;843.523.024;0.1269304;152.810.098;0.10577533;0.13398209;9600;737.395.833;179.479.167;404.166.667;13897;979.973.204;205.440.023;290.735.695;191.953.682;141.793.182;0;AHR
424;3039;SHAWANO;WI;0.054;37157;688.092.593;35251;42;1762;70;32;948.704.147;0.11303388;474.204.053;0.18838981;0.08612105;24271;69.453.257;148.077.953;245.560.546;36389;979.330.947;112.973.701;14.932.266;910.511.287;119.495.299;0;AAR
425;3040;SHEBOYGAN;WI;0.032;103877;324.615.625;100389;430;357;2061;640;966.421.826;0.41395112;0.34367569;198.407.732;0.61611329;66938;774.298.605;208.371.926;383.638.591;101088;973.150.938;648.642.767;867.791.176;514.637.904;723.178.521;1;ALU
426;3041;TAYLOR;WI;0.057;18901;331.596.491;18807;2;39;44;9;995.026.718;0.01058145;0.20633829;0.23279192;0.04761653;11676;688.078.109;150.650.908;30.061.665;18603;984.233.638;12.664.624;159.650.375;10.265.319;138.896.828;0;AAR
427;3042;TREMPEALEAU;WI;0.043;25263;587.511.628;25160;12;32;46;13;995.922.891;0.0475003;0.12666746;0.18208447;0.05145865;16648;716.842.864;175.516.579;287.121.576;24533;971.103.986;106.754.168;129.199.756;78.841.449;145.652.992;0;AAR
428;3043;VERNON;WI;0.048;25617;5.336.875;25509;12;36;42;18;99.578.405;0.04684389;0.14053168;0.16395362;0.07026584;16883;69.211.633;189.421.311;362.494.817;25087;979.310.614;158.249.292;212.011.051;134.496.431;145.714.286;0;AAR
429;3044;VILAS;WI;0.06;17707;295.116.667;16116;9;1534;38;10;910.148.529;0.05082736;866.324.053;0.21460439;0.05647484;12815;761.451.424;192.118.611;431.525.556;17446;985.260.067;147.369.024;230.433.667;142.519.778;917.322.835;0;AAR
430;3045;WALWORTH;WI;0.032;75000;2343.75;72747;454;201;494;1104;96.996;0.60533333;0.268;0.65866667;1.472;46742;790.210.089;231.569.039;608.232.425;71553;95.404;964.180.398;869.961.284;109.266.098;689.418.232;0;AAR
431;3046;WASHBURN;WI;0.05;13772;275.44;13585;25;122;33;7;986.421.725;0.18152774;0.88585536;0.23961661;0.05082777;9297;748.521.028;190.168.872;402.280.305;13532;982.573.337;158.660.952;214.185.982;136.424.832;14.329.455;0;AAR
432;3047;WASHINGTON;WI;0.025;95328;3813.12;94465;125;208;337;193;990.947.046;0.13112622;0.21819402;0.35351628;0.20245888;59583;813.403.152;233.909.001;401.456.791;94143;987.569.235;323.762.786;406.985.404;258.450.033;428.088.917;1;HLU
433;3048;WAUKESHA;WI;0.034;304715;896.220.588;298313;1096;672;2699;1935;978.990.204;0.35968036;0.22053394;0.8857457;0.63501961;195837;879.889.908;353.967.841;766.709.049;299802;983.876.737;31.210.599;378.581.963;259.006.144;408.547.929;1;HLU
434;3049;WAUPACA;WI;0.045;46104;102.453.333;45695;22;125;92;170;991.128.752;0.0477182;0.27112615;0.19954885;0.36873156;30109;72.137.899;165.498.688;313.859.643;44412;963.300.364;848.869.675;10.071.411;695.379.864;10.338.641;0;AAR
435;3050;WAUSHARA;WI;0.037;19385;523.918.919;19094;29;70;43;149;984.988.393;0.14960021;0.36110395;0.221821;0.76863554;13316;700.060.078;15.064.584;262.090.718;19163;988.547.846;137.869.853;200.507.078;116.957.841;118.045.576;0;AAR
436;3051;WINNEBAGO;WI;0.035;140320;400.914.286;136822;697;685;1728;388;975.071.266;0.49672178;0.4881699;123.147.092;0.27651083;88960;806.193.795;249.955.036;565.984.712;133950;954.603.763;880.403.135;105.920.306;866.058.681;666.109.376;1;HAU
437;3052;WOOD;WI;0.048;73605;15.334.375;72157;90;481;722;155;980.327.423;0.1222743;0.65348821;0.98091162;0.21058352;46796;782.951.534;216.663.817;45.837.251;72685;987.500.849;852.583.064;111.629.965;737.565.628;788.291.776;0;AAR
