;PID;county;state;area;poptotal;popdensity;popwhite;popblack;popamerindian;popasian;popother;percwhite;percblack;percamerindan;percasian;percother;popadults;perchsd;percollege;percprof;poppovertyknown;percpovertyknown;percbelowpoverty;percchildbelowpovert;percadultpoverty;percelderlypoverty;inmetro;category
108;668;BOONE;IN;0.024;38147;158.945.833;37814;83;90;94;66;991.270.611;0.21757936;0.23592943;0.24641518;0.17301492;24915;824.683.925;278.306.241;881.396.749;37402;980.470.286;629.645.474;802.175.391;523.959.855;708.942.537;1;HLU
109;669;BROWN;IN;0.019;14080;741.052.632;13968;13;47;18;34;992.045.455;0.09232955;0.33380682;0.12784091;0.24147727;9510;764.353.312;198.002.103;616.193.481;13948;990.625;686.836.822;809.384.164;616.327.041;744.387.554;0;ALR
110;670;CARROLL;IN;0.022;18809;854.954.545;18720;19;22;3;45;995.268.223;0.10101547;0.11696528;0.01594981;0.23924717;12241;761.702.475;154.562.536;379.870.926;18498;983.465.362;749.270.191;938.326.888;563.980.573;101.830.664;0;AAR
111;671;CASS;IN;0.024;38413;160.054.167;37765;330;138;114;66;983.130.711;0.85908416;0.35925338;0.29677453;0.17181683;25123;758.906.182;132.149.823;402.420.093;37306;971.181.631;103.468.611;133.524.412;947.268.075;855.725.506;0;AAR
112;672;CLARK;IN;0.022;87777;398.986.364;82289;4703;192;356;237;937.477.927;535.789.558;0.21873612;0.40557321;0.27000239;56970;727.575.917;168.123.574;405.476.567;86270;982.831.493;100.649.125;13.752.694;818.791.412;109.526.235;1;AAU
113;673;CLAY;IN;0.021;24705;117.642.857;24522;113;41;15;14;992.592.593;0.45739729;0.16595831;0.06071645;0.05666869;16197;75.884.423;141.137.248;429.709.205;24343;985.347.096;118.432.404;151.636.813;970.500.549;129.662.175;1;AAU
114;674;CLINTON;IN;0.023;30974;134.669.565;30657;36;51;61;169;98.976.561;0.11622651;0.16465423;0.19693937;0.54561891;19875;761.610.063;16.045.283;45.081.761;30143;973.171.047;94.051.687;117.393.903;780.756.609;105.207.037;1;AAU
115;675;CRAWFORD;IN;0.018;9914;550.777.778;9868;9;26;11;0;995.360.097;0.09078071;0.2622554;0.11095421;0;6297;595.680.483;854.375.099;293.790.694;9780;98.648.376;184.662.577;22.923.588;143.980.528;240.462.428;0;LHR
116;676;DAVIESS;IN;0.026;27533;105.896.154;27372;99;26;20;16;994.152.472;0.35956852;0.09443214;0.0726401;0.05811208;17267;662.187.989;132.391.267;335.900.851;26896;976.864.127;155.413.444;207.750.953;123.878.965;159.292.035;0;LAR
117;677;DEARBORN;IN;0.019;38835;204.394.737;38440;252;53;75;15;989.828.763;0.64889919;0.13647483;0.19312476;0.03862495;24335;734.785.289;155.742.757;424.491.473;38254;985.039.269;848.015.894;107.832.521;71.425.195;894.133.289;1;AAU
118;678;DECATUR;IN;0.022;23645;107.477.273;23444;39;19;129;14;99.149.926;0.16493973;0.08035525;0.54556989;0.05920914;14625;723.350.427;139.213.675;456.068.376;23245;983.083.104;906.431.491;11.116.045;766.800.916;100.627.287;0;AAR
119;679;DE KALB;IN;0.022;35324;160.563.636;35009;37;91;88;99;99.108.255;0.10474465;0.25761522;0.24912241;0.28026271;21801;775.469.015;15.581.854;445.392.413;34833;986.100.102;645.652.112;876.933.688;493.601.463;747.427.333;1;ALU
120;680;DELAWARE;IN;0.023;119659;520.256.522;111232;7167;274;641;345;929.574.875;598.952.022;0.22898403;0.53568892;0.28831931;70609;744.664.278;211.970.145;838.844.906;111645;93.302.635;167.477.272;17.661.107;178.898.595;117.679.641;1;AAU
121;681;DUBOIS;IN;0.026;36616;140.830.769;36466;33;30;55;32;99.590.343;0.09012454;0.0819314;0.15020756;0.08739349;22921;722.307.055;171.676.628;447.188.168;35883;979.981.429;613.661.065;550.713.154;441.161.892;134.687.333;0;ALR
122;682;ELKHART;IN;0.027;156198;578.511.111;146505;7106;453;997;1137;937.944.148;454.935.403;0.29001652;0.63829242;0.72792225;96003;728.060.581;183.723.425;536.649.896;152953;979.225.086;704.203.252;986.358.867;580.470.664;630.558.874;1;ALU
123;683;FAYETTE;IN;0.012;26015;216.791.667;25462;435;37;69;12;978.743.033;167.211.224;0.14222564;0.2652316;0.04612723;16744;639.094.601;114.249.881;378.643.096;25571;982.932.923;107.856.556;146.890.163;884.701.144;108.691.186;0;LAR
124;684;FLOYD;IN;0.009;64404;7156;61415;2642;92;175;80;953.589.839;410.222.968;0.14284827;0.27172225;0.12421589;41499;732.234.512;205.498.928;640.015.422;63308;982.982.423;110.080.874;160.648.533;819.145.697;126.123.514;1;AAU
125;685;FOUNTAIN;IN;0.025;17808;712.32;17726;4;25;27;26;995.395.328;0.02246181;0.14038634;0.15161725;0.1460018;11700;72.965.812;111.452.991;329.059.829;17573;986.803.684;983.895.749;131.136.951;704.975.016;126.510.878;0;AAR
126;686;FRANKLIN;IN;0.023;19580;851.304.348;19496;10;34;27;13;995.709.908;0.05107252;0.17364658;0.13789581;0.06639428;12029;652.672.708;129.935.988;354.975.476;19375;989.530.133;106.270.968;126.787.252;836.868.492;142.276.423;0;LAR
127;687;FULTON;IN;0.021;18840;897.142.857;18555;151;47;36;51;984.872.611;0.8014862;0.24946921;0.1910828;0.27070064;12405;753.164.047;13.929.867;415.961.306;18611;987.845.011;103.379.722;128.706.879;91.876.013;100.211.528;0;AAR
128;688;GIBSON;IN;0.029;31913;110.044.828;31146;596;38;104;29;975.965.907;186.757.748;0.11907373;0.325886;0.09087206;20949;728.053.845;1.550.432;350.852.069;31364;982.796.979;963.843.897;111.341.717;794.889.993;122.426.177;0;AAR
129;689;GRANT;IN;0.024;74169;3.090.375;67817;5047;298;373;634;914.357.751;680.472.974;0.40178511;0.50290553;0.85480457;47541;717.570.097;155.381.671;548.579.121;70618;952.122.855;130.816.506;182.321.973;116.630.942;102.415.235;0;AAR
130;690;GREENE;IN;0.033;30410;921.515.152;30248;10;47;65;40;994.672.805;0.03288392;0.15455442;0.21374548;0.13153568;20124;715.861.658;149.522.958;435.301.133;29957;985.103.584;131.788.897;182.160.478;114.086.437;115.055.672;0;AAR
131;691;HAMILTON;IN;0.024;108936;4539;106764;676;163;1190;143;980.061.688;0.62054784;0.14962914;109.238.452;0.13126974;69127;886.961.679;421.311.499;120.893.428;107945;990.902.915;359.164.389;425.498.008;292.675.381;545.073.375;1;HLU
132;692;HANCOCK;IN;0.017;45527;267.805.882;45173;44;59;176;75;992.224.394;0.09664595;0.12959343;0.38658379;0.16473741;29024;801.095.645;204.899.394;660.832.415;44988;988.160.872;446.341.247;562.774.014;350.094.256;607.751.938;1;HLU
133;693;HARRISON;IN;0.028;29890;1067.5;29641;124;58;36;31;991.669.455;0.41485447;0.19404483;0.12044162;0.10371362;18829;711.243.295;131.074.407;383.982.155;29559;988.926.062;983.118.509;1.258.419;753.536.948;129.673.655;1;AAU
134;694;HENDRICKS;IN;0.024;75717;3.154.875;74519;685;157;275;81;984.177.926;0.90468455;0.20735106;0.36319453;0.1069773;48047;840.656.024;242.200.345;715.965.617;73207;966.850.245;366.904.804;422.803.082;284.384.454;613.503.237;1;HLU
135;695;HENRY;IN;0.024;48139;200.579.167;47446;474;78;78;63;985.604.188;0.98464862;0.16203079;0.16203079;0.13087102;31989;71.374.535;132.576.823;441.714.339;47341;983.423.004;123.508.164;172.683.924;106.034.222;110.881.168;0;AAR
136;696;HOWARD;IN;0.016;80827;50.516.875;75420;4398;226;457;326;933.104.037;544.125.107;0.27960954;0.56540512;0.40333057;52042;78.453.941;202.298.144;575.881.019;79738;986.526.779;115.152.123;169.615.277;959.316.926;926.146.753;1;AAU
137;697;HUNTINGTON;IN;0.023;35427;154.030.435;35012;52;154;133;76;988.285.771;0.1467807;0.4346967;0.37541988;0.21452564;22188;785.559.762;169.731.386;484.946.818;34397;97.092.613;656.452.598;73.208.402;538.424.668;907.244.414;1;ALU
138;698;JACKSON;IN;0.03;37730;125.766.667;37289;138;66;189;48;988.311.688;0.36575669;0.17492711;0.50092764;0.12721972;24151;693.263.219;131.423.129;382.592.853;37228;986.694.938;104.921.027;135.361.596;864.372.075;115.976.685;0;AAR
139;699;JASPER;IN;0.034;24960;734.117.647;24659;111;60;40;90;987.940.705;0.44471154;0.24038462;0.16025641;0.36057692;14984;755.205.553;148.558.462;523.224.773;23850;955.528.846;79.706.499;10.070.028;637.300.843;937.019.969;0;AAR
140;700;JAY;IN;0.022;21512;977.818.182;21313;30;32;67;70;990.749.349;0.13945705;0.14875418;0.31145407;0.32539978;13843;688.795.781;12.771.798;443.545.474;21179;984.520.268;974.078.096;118.595.994;839.788.732;105.313.547;0;AAR
141;701;JEFFERSON;IN;0.021;29797;141.890.476;29181;363;58;122;73;979.326.778;121.824.345;0.19465047;0.40943719;0.24499111;18876;70.285.018;175.460.903;550.434.414;27849;934.624.291;1.163.417;156.190.216;961.010.784;121.604.938;0;AAR
142;702;JENNINGS;IN;0.021;23661;112.671.429;23347;209;31;51;23;986.729.217;0.88331009;0.13101729;0.21554457;0.09720637;14942;640.811.136;101.458.975;338.642.752;22854;965.893.242;128.030.104;16.947.001;103.086.514;147.733.961;0;LAR
143;703;JOHNSON;IN;0.018;88109;489.494.444;86455;845;139;534;136;981.227.797;0.95903937;0.15775914;0.60606748;0.15435427;55137;804.069.862;22.308.069;624.988.665;85547;97.092.238;690.263.832;875.542.692;576.260.508;817.939.609;1;HLU
144;704;KNOX;IN;0.031;39884;128.658.065;39107;486;69;178;44;980.518.504;121.853.375;0.1730017;0.44629425;0.11031993;24740;745.028.294;199.757.478;529.506.871;37005;927.815.665;156.978.787;198.819.543;14.454.248;139.807.342;0;AAR
145;705;KOSCIUSKO;IN;0.032;65294;20.404.375;64058;309;118;322;487;981.070.236;0.4732441;0.18072105;0.49315404;0.7458572;40321;77.475.757;192.629.151;591.751.197;64110;981.866.634;664.170.956;82.147.651;532.189.084;834.152.093;0;ALR
